category1,category2,rank,price,Publisher,ISBN10,ISBN13,ASIN,OtherRanks
" Basic Sciences ",Virology,21,"$2.99 ","Wiley-Blackwell; 6 edition (January 16, 2007)"," 1405136456"," 978-1405136457",,"#392,179 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,22,"$0.00 with Trial ","Tantor Audio",,," B004JCBS5Q",
" Basic Sciences ",Virology,23,"$8.99 ","Random House; 1 edition (September 20, 1994)"," 0679430946"," 978-0679430940",,"#555,287 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,24,"$11.99 ","Skyhorse Publishing; 1 edition (November 18, 2014)",,," B00EBO2DNI","#441,853 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,25,"$26.95 ","Wholon; abridged edition edition (May 1, 2017)"," 0990494314"," 978-0990494317",,"#669,028 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,26,"$62.29 ","Wiley; 2 edition (May 6, 2013)"," 1119991420"," 978-1119991427",,"#678,925 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,27,"$11.99 ","Skyhorse Publishing (February 21, 2017)",,," B06XWDD8FG","#496,335 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,28,"$76.40 ","ASM Press; 4 edition (August 17, 2015)"," 1555819338"," 978-1555819330",,"#765,345 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,29,"$6.71 ","John Wiley & Sons, Inc.; 1 edition (November 10, 2006)"," 0471351512"," 978-0471351511",,"#816,685 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,30,"$2.99 ","Toppings Publishing (February 12, 2015)",,," B00TJHK974","#591,144 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,31,"$16.09 ","Gallery Books; Reprint edition (July 1, 1998)"," 067102325X"," 978-0671023256",,"#868,001 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,32,"$66.46 ","Wiley-Blackwell; 3 edition (October 29, 2007)"," 1405147156"," 978-1405147156",,"#871,325 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,33,"$16.96 ","Lannoo Publishers; Translation edition (November 4, 2016)"," 940143686X"," 978-9401436861",,"#878,940 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,34,"$16.50 ","Simon & Schuster; First Edition edition (January 11, 2011)"," 1439158649"," 978-1439158647",,"#887,359 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,35,"$0.00 with Trial ","Brilliance Audio",,," B00QSHWVOW",
" Basic Sciences ",Virology,36,"$43.55 ","Oxford University Press; 4 edition (April 8, 2011)"," 0199570884"," 978-0199570881",,"#893,866 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,37,"$82.50 ","Wholon (December 1, 2014)"," 0990494306"," 978-0990494300",,"#898,620 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,38,"$19.95 ","CreateSpace Independent Publishing Platform (September 7, 2016)"," 1535264195"," 978-1535264198",,"#987,155 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,39,"$0.00 with Trial ","Simon & Schuster Audio",,," B003FX6IBE",
" Basic Sciences ",Virology,40,"$16.98 ","Berkley (April 1, 2003)"," 0425188523"," 978-0425188521",,"#1,041,539 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,41,"$41.77 ","ASM Press; 3 edition (December 1, 2008)"," 1555814808"," 978-1555814809",,"#1,074,428 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,42,"$11.99 ","White Press (July 28, 2016)"," 1473329884"," 978-1473329881",,"#1,100,034 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,43,"$233.60 ","McGraw-Hill Education; 4 edition (March 5, 2015)"," 1259682617"," 978-1259682612",,"#1,172,859 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,44,"$48.75 ","Harvard University Press; 1 edition (June 19, 2017)"," 0674972082"," 978-0674972087",,"#1,180,423 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,45,"$202.45 ","McGraw-Hill Education; 2 edition (May 15, 2014)"," 1259384551"," 978-1259384554",,"#1,220,099 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,46,"$88.50 ","Academic Press; 5 edition (December 14, 2016)"," 012375156X"," 978-0123751560",,"#1,232,677 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,47,"$99.95 ","Academic Press; 4 edition (December 21, 2010)"," 0123751586"," 978-0123751584",,"#1,241,671 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,48,"$9.99 ","Wholon (May 1, 2017)",,," B071XT2VSZ","#813,923 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,49,"$206.97 ","McGraw-Hill Education; 2 edition (February 20, 2015)"," 1259629996"," 978-1259629990",,"#1,279,242 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,50,"$24.99 ","Wiley; 1 edition (July 30, 2007)"," 0470023872"," 978-0470023877",,"#1,302,368 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,51,"$83.99 ","Oxford University Press; 1 edition (January 25, 2001)"," 0198504179"," 978-0198504177",,"#1,304,675 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,52,"$254.19 ","McGraw-Hill Education; 8 edition (May 15, 2014)"," 1259390586"," 978-1259390586",,"#1,313,856 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,53,"$16.94 ","Basic Books (August 18, 1993)"," 0465098150"," 978-0465098156",,"#1,331,555 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,54,"$55.66 ","Princeton University Press; 1 edition (January 5, 2016)"," 0691161542"," 978-0691161549",,"#1,383,536 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,55,"$60.59 ","Academic Press; 4 edition (July 11, 1994)"," 0127466428"," 978-0127466422",,"#1,440,888 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,56,"$58.99 ","Garland Science; 1 edition (June 6, 2011)"," 0815341504"," 978-0815341505",,"#1,452,042 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,57,"$77.00 ","Academic Press; 3 edition (October 29, 1999)"," 0125113404"," 978-0125113403",,"#1,469,472 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,58,"$5.90 ","Pocket Books; 1 edition (November 1, 1996)"," 0671553615"," 978-0671553616",,"#1,477,504 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,59,"$54.55 ","Wiley-Blackwell; 7 edition (March 7, 2016)"," 1119978106"," 978-1119978107",,"#1,479,274 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,60,"$41.99 ","Academic Press; 5 edition (September 16, 2011)"," 012384939X"," 978-0521289092",,"#1,482,067 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,61,"$36.58 ","McGraw-Hill Education; 4 edition (June 11, 2013)"," 1259174352"," 978-1259174353",,"#1,564,842 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,62,"$79.95 ","Academic Press; 1 edition (May 4, 2016)"," 0128008385"," 978-0128008386",,"#1,593,117 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,63,"$42.53 ","McGraw-Hill Education; 9 edition (March 23, 2015)"," 1259670562"," 978-1259670565",,"#1,640,743 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,64,"$239.95 ","McGraw-Hill Education; 8 edition (February 20, 2015)"," 1259621871"," 978-1259621871",,"#1,685,726 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,65,"$12.99 ","Alpha (November 7, 2006)",,," B00AR181JE","#1,044,827 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,66,"$0.01 ","John Wiley & Sons, Inc.; 3rd edition (April 1978)"," 0471556408"," 978-0471556404",,"#1,873,506 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,67,"$82.65 ","Academic Press; 1 edition (May 1, 2016)"," 0128009470"," 978-0128009475",,"#1,916,588 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,68,"$19.95 ","Benjamin Cummings; 3 edition (January 23, 1994)"," 0139537538"," 978-0139537530",,"#1,957,247 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,69,"$0.99 ","Baby Professor (June 15, 2017)",,," B0768M14QW","#1,172,495 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,70,"$93.45 ","Wiley-Blackwell; 1 edition (September 8, 2015)"," 1118818733"," 978-1118818732",,"#1,980,282 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,71,"$75.99 ","LWW; Fifth edition (December 20, 2006)"," 0781760607"," 978-0781760607",,"#1,987,978 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,72,"$2.40 ","Oxford University Press; 2 edition (January 15, 2000)"," 0192628208"," 978-0192628206",,"#2,039,767 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,73,"$240.10 ","McGraw-Hill Education; 9 edition (March 14, 2014)"," 1259319512"," 978-1259319518",,"#2,133,931 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,74,"$50.50 ","Academic Press; 3 edition (January 18, 2016)"," 0128009640"," 978-0128009642",,"#2,188,762 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,75,"$19.97 ","Speaking Tiger Books; Large type / large print edition edition (July 10, 2017)"," 9386582457"," 978-9386582454",,"#2,253,974 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,76,"$33.33 ","AI 0781718325 (2-Volume Set) (2001)",,," B000MLZ5YS","#2,288,633 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,77,"$98.98 ","Springer; Softcover reprint of the original 1st ed. 1991 edition (December 8, 2011)"," 4431681558"," 978-4431681557",,"#2,300,855 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,78,"$63.96 ","Academic Press; 1 edition (March 30, 2016)",,," B01DMZ285E","#1,345,758 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,79,"$64.80 ","Garland Science; 1 edition (August 20, 2012)",,," B008ZJKK9E","#1,351,311 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,80,"$8.99 ","Saunders; 1 edition (September 10, 2008)"," 1416058206"," 978-1416058205",,"#2,365,098 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,81,"$192.31 ","McGraw-Hill Education; 9 edition (June 11, 2013)"," 125917218X"," 978-1259172182",,"#2,385,699 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,82,"$9.99 ","White Press (July 28, 2016)"," 1473329477"," 978-1473329478",,"#2,509,472 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,83,"$189.95 ","LWW; Fourth edition (June 26, 2001)"," 0781718325"," 978-0781718325",,"#2,596,886 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,84,"$45.00 ","McFarland (February 6, 2017)"," 0786479191"," 978-0786479191",,"#2,620,895 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,85,"$7.98 ","LWW; Fourth edition (August 15, 2001)"," 0781718333"," 978-0781718332",,"#2,729,372 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,86,"$1.99 ","Basic Books (May 15, 1991)"," 0465098061"," 978-0465098064",,"#2,751,953 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,87,"$11.99 ","PublicAffairs (November 9, 2010)",,," B0047T86E2","#1,527,789 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,88,"$39.46 ","Harvard University Press; 1 edition (June 19, 2017)",,," B071246B4X","#1,543,353 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,89,"$3.99 ",,,," B00IVWK482","#1,548,064 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,90,"$168.00 ","World Scientific Publishing Co; 1 edition (March 30, 2015)"," 9814635332"," 978-9814635332",,"#2,805,049 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,91,"$239.92 ","McGraw-Hill Education; 2 edition (March 6, 2015)"," 1259679683"," 978-1259679681",,"#2,856,279 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,92,"$59.95 ","Academic Press; 1 edition (March 24, 2016)"," 0128035978"," 978-0128035979",,"#2,861,933 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,93,"$128.00 ","World Scientific Publishing Company (May 20, 2014)"," 9814513342"," 978-9814513340",,"#2,868,180 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,94,"$2.40 ","Academic Press; 4 edition (August 9, 2005)"," 0120887878"," 978-0120887873",,"#2,885,025 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,95,"$142.67 ","ASM Press; 4 edition (May 9, 2009)"," 155581462X"," 978-1555814625",,"#2,891,408 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,96,"$4.95 ","Prepared Minds Publications (February 3, 2016)",,," B01BHD8TZ6","#1,586,292 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Basic Sciences ",Virology,97,"$0.99 ","Wiley-Blackwell; 2 edition (September 19, 2003)"," 1405103469"," 978-1405103466",,"#2,903,938 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,98,"$0.00 with Trial ","C&amp;D Publications",,," B018T1H1FI",
" Basic Sciences ",Virology,99,"$13.83 ","PublicAffairs; Reprint edition (July 31, 2012)"," 161039190X"," 978-1610391900",,"#2,956,682 in Books (See Top 100 in Books)"
" Basic Sciences ",Virology,100,"$4.32 ","Oxford University Press; 3 edition (July 20, 2006)"," 0198566603"," 978-0198566601",,"#2,964,284 in Books (See Top 100 in Books)"
" Dentistry ",,1,"$2.99 ",,,," B0762TQC9T","#9,015 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Dentistry ",,2,"$25.30 ","Createspace (November 11, 2010)"," 1434810607"," 978-1434810601",,"#10,407 in Books (See Top 100 in Books)"
" Dentistry ",,3,"$17.42 ","Independently published (November 15, 2016)"," 1519066627"," 978-1519066626",,"#17,451 in Books (See Top 100 in Books)"
" Dentistry ",,4,"$52.71 ","LWW; Fourth edition (August 12, 2015)"," 1451194153"," 978-1451194159",,"#21,701 in Books (See Top 100 in Books)"
" Dentistry ",,5,"$67.48 ","Saunders; 5 edition (March 14, 2016)"," 0323297420"," 978-0323297424",,"#21,819 in Books (See Top 100 in Books)"
" Dentistry ",,6,"$2.99 ",,,," B00K8IH3D6","#28,280 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Dentistry ",,7,"$24.95 ","Lexi-Comp Inc; 25 edition (August 18, 2017)"," 1591953642"," 978-1591953647",,"#25,654 in Books (See Top 100 in Books)"
" Dentistry ",,8,"$9.97 ","Rami Nagel; 2 edition (November 1, 2010)",,," B004GB0JIM","#34,771 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Dentistry ",,9,"$98.90 ","Jones & Bartlett Learning; 1st edition (April 16, 2007)"," 0763746207"," 978-0763746209",,"#28,243 in Books (See Top 100 in Books)"
" Dentistry ",,10,"$68.85 ","American Dental Association; 2018 edition (September 5, 2017)"," 1941807771"," 978-1941807774",,"#29,750 in Books (See Top 100 in Books)"
" Dentistry ",,11,"$15.20 ","Penguin Books; Revised edition (October 4, 2005)"," 0143036491"," 978-0143036494",,"#29,885 in Books (See Top 100 in Books)"
" Dentistry ",,12,"$2.99 ",,,," B06VVX8WMV","#41,477 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Dentistry ",,13,"$9.98 ","Touchstone; Reissue edition (October 1, 1992)"," 0671792253"," 978-0671792251",,"#38,385 in Books (See Top 100 in Books)"
" Dentistry ",,14,"$90.04 ","LWW; 10 edition (September 19, 2014)"," 1451186320"," 978-1451186321",,"#44,188 in Books (See Top 100 in Books)"
" Dentistry ",,15,"$39.95 ","Authority Publishing (September 1, 2015)"," 1935953680"," 978-1935953685",,"#44,624 in Books (See Top 100 in Books)"
" Dentistry ",,16,"$71.23 ","LWW; 1 edition (May 9, 1996)"," 0683180088"," 978-0683180084",,"#47,235 in Books (See Top 100 in Books)"
" Dentistry ",,17,"$38.00 ","Mosby; 7 edition (October 18, 2011)"," 0323079636"," 978-0323079631",,"#48,756 in Books (See Top 100 in Books)"
" Dentistry ",,18,"$19.98 ","Golden Child Publishing (March 24, 2015)"," 0982021364"," 978-0982021361",,"#49,262 in Books (See Top 100 in Books)"
" Dentistry ",,19,"$0.99 ",,,," B00U9T2V2M","#57,280 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Dentistry ",,20,"$50.07 ","Kaplan Publishing; Csm Pap/Ps edition (October 4, 2016)"," 1506209173"," 978-1506209173",,"#50,507 in Books (See Top 100 in Books)"
" Dentistry ",,21,"$4.94 ","Delmar Cengage Learning; 001 edition (July 12, 1999)"," 0827390688"," 978-0827390683",,"#50,945 in Books (See Top 100 in Books)"
" Dentistry ",,22,"$52.06 ","Mosby; 3 edition (March 21, 2017)"," 0323396305"," 978-0323396301",,"#53,468 in Books (See Top 100 in Books)"
" Dentistry ",,23,"$84.18 ","Lippincott Williams and Wilkins; 6th edition (February 9, 2009)"," 0781775256"," 978-0781775250",,"#57,689 in Books (See Top 100 in Books)"
" Dentistry ",,24,"$184.52 ","Mosby; 3 edition (December 10, 2007)"," 0323043739"," 978-0323043731",,"#60,107 in Books (See Top 100 in Books)"
" Dentistry ",,25,"$79.00 ","LWW; 8 edition (February 12, 2015)"," 1451193181"," 978-1451193183",,"#60,110 in Books (See Top 100 in Books)"
" Dentistry ",,26,"$57.05 ","Mosby; 8 edition (March 15, 2016)"," 0323316719"," 978-0323316712",,"#62,900 in Books (See Top 100 in Books)"
" Dentistry ",,27,"$51.98 ","McGraw-Hill Education / Medical; 1 edition (December 22, 1997)"," 0070633088"," 978-0070633087",,"#63,626 in Books (See Top 100 in Books)"
" Dentistry ",,28,"$16.10 ","Hesperian Foundation; 1st Edition. 14th updated printing 2012 edition (July 1, 2012)"," 0942364058"," 978-0942364057",,"#63,706 in Books (See Top 100 in Books)"
" Dentistry ",,29,"$29.99 ","Soapbox Books; 1 edition (September 25, 2016)"," 0692788093"," 978-0692788097",,"#64,197 in Books (See Top 100 in Books)"
" Dentistry ",,30,"$65.50 ","Mosby; 1 edition (December 27, 2013)"," 0323101720"," 978-0323101721",,"#64,415 in Books (See Top 100 in Books)"
" Dentistry ",,31,"$48.99 ","Pearson; 3 edition (June 6, 2012)",,," B0092WUG4W","#71,410 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Dentistry ",,32,"$20.34 ","Advantage Media Group; 1 edition (April 23, 2015)"," 1599325217"," 978-1599325217",,"#69,973 in Books (See Top 100 in Books)"
" Dentistry ",,33,"$13.38 ","New Harbinger Publications; 1 edition (January 1, 1999)"," 1572241268"," 978-1572241268",,"#70,717 in Books (See Top 100 in Books)"
" Dentistry ",,34,"$67.61 ","Mosby; 2 edition (June 23, 2014)"," 0323225616"," 978-0323225618",,"#71,354 in Books (See Top 100 in Books)"
" Dentistry ",,35,"$112.84 ","Saunders; 11 edition (April 9, 2014)"," 1455774510"," 978-1455774517",,"#72,291 in Books (See Top 100 in Books)"
" Dentistry ",,36,"$10.44 ","Lippincott Williams and Wilkins; 4th edition (January 8, 2010)"," 0781799155"," 978-0781799157",,"#72,942 in Books (See Top 100 in Books)"
" Dentistry ",,37,"$70.18 ","Mosby; 2 edition (June 23, 2014)"," 0323225683"," 978-0323225687",,"#73,581 in Books (See Top 100 in Books)"
" Dentistry ",,38,"$40.19 ","LWW; Second edition (July 4, 2015)"," 1451194501"," 978-1451194500",,"#74,109 in Books (See Top 100 in Books)"
" Dentistry ",,39,"$24.95 ","Crescendo Publishing LLC (February 24, 2017)"," 1944177590"," 978-1944177591",,"#76,875 in Books (See Top 100 in Books)"
" Dentistry ",,40,"$7.99 ",,,," B015DIQBZ6","#83,701 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Dentistry ",,41,"$6.16 ","LWW; Third edition (January 16, 2013)"," 1451131488"," 978-1451131482",,"#80,417 in Books (See Top 100 in Books)"
